RADICADO;TIPO DE CLIENTE;TIPO TRAMITE;SEGMENTO CLIENTE;COMENTARIO;CLASIFICACION;f
CES-1045679429;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM PLUS;y una me pidiendo un tramite llevo no resuelto han semana nada;FALTA DE RESPUESTA;62
Ces-1026296370;DETRACTOR;Certificaciones Especiales;CLASICO;Pesimo servicio como el de siempre, no me vuelvan a enviar esto;INCONFORMIDAD SERVICIO;63
1677697920261-50;DETRACTOR;Perfeccionamiento De Leasing;PREMIUM;tener seriedad en los procesos, las personas son irresponsables;CLARIDAD INFORMACION;63
POL-1026282939;DETRACTOR;Poderes Leasing Call Center;CLASICO;ES MUY DIFICIL CONTACTAR AL BANCO  PARA QUE LE RESUELVAN A AUNO;OTRO;63
CES-18520198;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NO ME LLEGO EL PLASTICO DE LA TARJETA A LA DIRECCION SOLICITADA;OTRO;63
1708619303139-52;DETRACTOR;Poderes Leasing;PREMIUM;..QUE HAYA MAS SEGUIMIENTO TANTO A LOS ASESORES COMO AL PROCESO;INCONFORMIDAD SERVICIO;63
01-52419045-1279;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM;.FUE MUY DIFICIL HACERLO .QUE ES DIFICIL QUE LE CONTESTEN A UNO;CLARIDAD INFORMACION;63
CES-79819339;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NO HE LOGRADO EL PAZ Y SALVO DE MI CREDITO. LA APP NO FUNCIONA.;ENTREGA DOCUMENTOS;63
CES-1001167898;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;GENERE UNA TARJETA DE CREDITO HACE 2 MESES Y SIGO SIN RECIBIRLA;OTRO;63
01-52419045-1279;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM;.fue dificil uno hacerlo contesten muy dificil que le es a .que;CLARIDAD INFORMACION;63
CES-79819339;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;no he el de logrado y salvo mi paz credito. la app no funciona.;ENTREGA DOCUMENTOS;63
Ces-15444241;DETRACTOR;Certificaciones Especiales;CLASICO;Han pasado mas de 20 dias y aun no recibo la tarjeta de credito.;OTRO;64
1679948056191-00;DETRACTOR;Levantamiento De Hipoteca;CLASICO;no me senti bien atendido cuando yo llegue alla hacer el proceso;INCONFORMIDAD SERVICIO;64
Pol-1020739020;DETRACTOR;Poderes Leasing Call Center;PREMIUM;De las peores experiencias de servicio que he tenido en mi vida!;INCONFORMIDAD SERVICIO;64
Ces-5206400;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Nunca recibi mi solicitud la cual quedo a ser enviada a mi EMAIL;INCONFORMIDAD SERVICIO;64
Ces-21015928;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Desastre de banco, abusivos y se roban el dinero de los usuarios;INCONFORMIDAD SERVICIO;64
Ces-18923422;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Yo no he echo ninguna solicitud con uds vaya a joder a otro lado;SIN COMENTARIO;64
POL-1022389369;DETRACTOR;Poderes Leasing Call Center;CLASICO;.LES FALTAN ALTERNATIVAS NO ES CULPA DEL ASESOR ES MAS DEL BANCO;OTRO;64
Ces-18923422;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;uds no yo he ninguna solicitud vaya con echo a joder a otro lado;SIN COMENTARIO;64
CES-1024560842;DETRACTOR;Certificaciones Especiales;CLASICO;Nunca llego el paz y salvo solicitado, la app no me deja ingresar;FALTA DE RESPUESTA;65
Ces-20654315;DETRACTOR;Certificaciones Especiales;CLASICO;El servicio es muy malo imposible que lo comuniquen con un asesor;INCONFORMIDAD SERVICIO;65
1684190144000-59;DETRACTOR;Levantamiento De Hipoteca;CLASICO;*davivienda es  muy complicado y muy desconfiado con los clientes;OTRO;65
1683294822946-45;DETRACTOR;Levantamiento De Hipoteca;CLASICO;Tengo una peticion por transfiya que no me devuelven el dinero...;OTRO;65
CES-94380182;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;EL ASESOR NO ME DIO NINGUNA ALTERNATIVA SOLO LA QUE EL QUISO Y YA;OTRO;65
CES-1073238397;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NO ME AYUDARON NI DIERON UNA RESPUESTA QUE REALMENTE ME SIRVIERA.;INCONFORMIDAD SERVICIO;65
1-40750236613;DETRACTOR;Copia De Documentos Cartera;CLASICO;CREO QUE ESOS DOCUMENTOS, DEBEN SER MAS FACILES PARA CONSEGUIRLOS;DEMORA TRAMITE;65
1690850913804-37;DETRACTOR;Levantamiento De Hipoteca;PREMIUM PLUS;MEJORAR LA EMPRESA ALIADA CON LA QUE SE REALIZA EL LEVANTAMIENTO.;INCONFORMIDAD SERVICIO;65
CES-1024560842;DETRACTOR;Certificaciones Especiales;CLASICO;nunca llego salvo paz y el solicitado, la app me no deja ingresar;FALTA DE RESPUESTA;65
1-40750236613;DETRACTOR;Copia De Documentos Cartera;CLASICO;creo que mas documentos, deben ser faciles esos para conseguirlos;DEMORA TRAMITE;65
1685367511216-04;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;La asesorias telefonicas y presencial no sabian los pasos a seguir;CLARIDAD INFORMACION;66
Ces-1015437939;DETRACTOR;Certificaciones Especiales Call Center;INCLUSION;Deben mejorar sus procesos internos y la gestion ante los clientes;INCONFORMIDAD SERVICIO;66
CES-1020789273;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;MUY MALA LA ATENCION NO BRINDAN SOLUCIONES SI NO GENERAN PROBLEMAS;INCONFORMIDAD SERVICIO;66
1-41683696059;DETRACTOR;Copia De Documentos Cartera;CLASICO;A LA FECHA NO HE RECIBIDO EL DOCUMENTO Y HAN PASADO MAS DE 35 DIAS;FALTA DE RESPUESTA;66
1-41643450435;DETRACTOR;Levantamiento De Hipoteca;PREMIUM PLUS;SER MAS CLARO AL PRINCIPIO EN CUANTO AL PROCESO QUE SE DEBE SEGUIR;CLARIDAD INFORMACION;66
CES-51869391;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;.FUI A DOS BANCOS Y EN EL UNO ME DECIAN UNA COSA Y EN EL OTRO OTRA;CLARIDAD INFORMACION;66
POL-38140712;DETRACTOR;Poderes Leasing Call Center;CLASICO;TOCA PAGAR DINERO PARA LA FIRMA , ME SOLICITAN UN MUNDO DOCUMENTOS;INCONFORMIDAD SERVICIO;66
1685367511216-04;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;telefonicas asesorias la y presencial a sabian los pasos no seguir;CLARIDAD INFORMACION;66
1-41683696059;DETRACTOR;Copia De Documentos Cartera;CLASICO;a la fecha no he dias el documento y de pasado mas 35 recibido han;FALTA DE RESPUESTA;66
1-41643450435;DETRACTOR;Levantamiento De Hipoteca;PREMIUM PLUS;ser mas que al principio cuanto claro al en proceso se debe seguir;CLARIDAD INFORMACION;66
CES-51869391;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;y una dos uno a y el bancos me decian .fui cosa en en el otro otra;CLARIDAD INFORMACION;66
Ces-1030626267;DETRACTOR;Certificaciones Especiales;CLASICO;Mala no entregan los servicios que prometen demasiada mala atencion;INCONFORMIDAD SERVICIO;67
1-35146158568;DETRACTOR;Levantamiento De Hipoteca;CLASICO;*la comunicacion no e sla mejor,todo es por medio de correos no mas;CLARIDAD INFORMACION;67
CES-79446198;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Asesoria mas calificada,algunos no idea tienen de dar una respuesta;CLARIDAD INFORMACION;67
POL-71583785;DETRACTOR;Poderes Leasing Call Center;CLASICO;NO HE ESTADO MUY CONTENTO CON DAVIVIENDA ME HA PARECIDO MUY REGULAR;INCONFORMIDAD SERVICIO;67
CES-1032493286;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NUNCA SOLUCIONARON MI PROBLEMA, NINGUN ASESOR ENTENDIA BIEN EL CASO;FALTA DE RESPUESTA;67
1-40108550737;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;RECIBO MENSAJES PERO NO HE SOLICITADO SERVICIOS NI TAMPOCO LLAMADAS;OTRO;67
CES-1032462094;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;LOS ASESORES COMPLETAMENTE PERDIDOS Y SIN DARME UNA RESPUESTA CLARA;INCONFORMIDAD SERVICIO;67
CES-52460481;DETRACTOR;Certificaciones Especiales Call Center;INCLUSION;LA ATENCION Y APLICACION,NO SIRVEN, NUNCA RESOLVIERON MI SOLICITUD.;INCONFORMIDAD SERVICIO;67
1722016223083-33;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;FUE MUY DEMORADO TARDO 1 ANO Y TRES PARA QUE LE HICIERAN EL TRAMITE;DEMORA TRAMITE;67
1-35146158568;DETRACTOR;Levantamiento De Hipoteca;CLASICO;*la no no e medio mejor,todo sla por mas de correos es comunicacion;CLARIDAD INFORMACION;67
CES-79446198;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;asesoria dar respuesta no idea tienen de mas una calificada,algunos;CLARIDAD INFORMACION;67
CES-1032493286;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;nunca solucionaron mi bien problema, asesor caso ningun el entendia;FALTA DE RESPUESTA;67
1722016223083-33;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;tres muy demorado tardo 1 ano y que para el le hicieran tramite fue;DEMORA TRAMITE;67
Ces-1128417487;DETRACTOR;Certificaciones Especiales;PREMIUM;Aun no han podido entregar el certificado que pido de forma correcta;ENTREGA DOCUMENTOS;68
Ces-1098739751;DETRACTOR;Certificaciones Especiales;CLASICO;Se realizo un cambio de fecha en el cual aceptaron y siguen llamando;OTRO;68
1-35101588494;DETRACTOR;Copia De Documentos Cartera;PREMIUM;He solicitado el documento mas de 10 veces y nunca me lo han enviado;ENTREGA DOCUMENTOS;68
Ces-70421058;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Con ustedes realmente comprendi que es estar en el lugar equivocado.;INCONFORMIDAD SERVICIO;68
1690228723446-83;DETRACTOR;Certificaciones Especiales;CLASICO;ahi mucha desinformacion y  no se respeta las peticiones del usuario;INCONFORMIDAD SERVICIO;68
1-36957277089;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM;capacitar a las personas porque todos me daban informacion diferente;CLARIDAD INFORMACION;68
1707147342286-66;DETRACTOR;Certificaciones Especiales;CLASICO;QUE NO ES UN PROCESO QUE SEA INMEDIATO, SINO QUE TOCA ESPERAR MUCHO.;DEMORA TRAMITE;68
1-41421022101;DETRACTOR;Copia De Documentos Cartera;PREMIUM;PEDI UNOS DOCUMENTOS Y NO HAN LLEGADO. LOS PEDI HACE MAS DE UNA MES.;FALTA DE RESPUESTA;68
1-43243244983;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM PLUS;MUCHISIMA DEMORA ADEMAS ME HABIAN ENVIADO LA SOLICITUD A OTRO CORREO;DEMORA TRAMITE;68
CES-43671271;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;DEMASIADO DE COMPLICADO TODO PROCESO Y POCA CLARIDAD CON EL USUARIO.;INCONFORMIDAD SERVICIO;68
Ces-1128417487;DETRACTOR;Certificaciones Especiales;PREMIUM;aun no forma podido entregar pido certificado que el de han correcta;ENTREGA DOCUMENTOS;68
1-35101588494;DETRACTOR;Copia De Documentos Cartera;PREMIUM;10 solicitado me documento el de lo veces y he mas nunca han enviado;ENTREGA DOCUMENTOS;68
1-36957277089;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM;capacitar a daban personas porque todos me diferente informacion las;CLARIDAD INFORMACION;68
1707147342286-66;DETRACTOR;Certificaciones Especiales;CLASICO;que inmediato, es un proceso que sea que sino no toca esperar mucho.;DEMORA TRAMITE;68
1-41421022101;DETRACTOR;Copia De Documentos Cartera;PREMIUM;pedi unos documentos y no una de llegado. pedi hace mas los han mes.;FALTA DE RESPUESTA;68
1-43243244983;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM PLUS;solicitud demora ademas me habian enviado la muchisima a otro correo;DEMORA TRAMITE;68
Ces-1073716750;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;*el envio del documento cuando uno pide la solicitud que sea concreto;CLARIDAD INFORMACION;69
1691005507714-63;DETRACTOR;Poderes Leasing;CLASICO;No he utilizado ningun servicio o contacto para recibir esta encuesta;SIN COMENTARIO;69
CES-39805143;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;QUE TIENE MUCHA TRAMITOLOGIA PARA DAR UNA RESPUESTA Y ATENCION RAPIDA;INCONFORMIDAD SERVICIO;69
CES-42791806;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;EN LOS CALL CENTER IMPOSIBLE LA COMUNICACION, DEMORA CON LOS PROCESOS;OTRO;69
CES-41116300;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;INSATISFACCION COMO CLIENTE YA NO VOLVERIA A TRATAR CON ESTA ENTIDAD.;INCONFORMIDAD SERVICIO;69
1703611089103-34;DETRACTOR;Poderes Leasing;CLASICO;.LA COMUNICACION LA VERDAD ENTRE LOS ABOGADOS Y EL BANCO ES MUY LENTA;DEMORA TRAMITE;69
1-38140586360;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;ES UN PROCESO MUY LENTO...LA INFORMACION LLEGA POSTERIOR AL RESULTADO;DEMORA TRAMITE;69
CES-84037997;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NO TIENE SENTIDO LA RESPUESTA POR MUY LIMITADA QUE SEA LA COMPETENCIA;CLARIDAD INFORMACION;69
Ces-1073716750;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;*el envio del documento uno cuando que la solicitud sea pide concreto;CLARIDAD INFORMACION;69
1691005507714-63;DETRACTOR;Poderes Leasing;CLASICO;esta he utilizado ningun servicio o no para recibir contacto encuesta;SIN COMENTARIO;69
1703611089103-34;DETRACTOR;Poderes Leasing;CLASICO;.la comunicacion la es entre los verdad y el abogados banco muy lenta;DEMORA TRAMITE;69
1-38016919716;DETRACTOR;Levantamiento De Hipoteca;PREMIUM;despues de mucho tiempo mejorar resuelta deben practicamente fue todo;DEMORA TRAMITE;69
1-38140586360;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;proceso un posterior lento...la muy informacion llega es al resultado;DEMORA TRAMITE;69
CES-84037997;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;no limitada tiene la respuesta muy por la que sea sentido competencia;CLARIDAD INFORMACION;69
1671543506526-03;DETRACTOR;Levantamiento De Hipoteca;CLASICO;Mucho mensaje de calificacion de un servicio no recibido. Sean serios.;INCONFORMIDAD SERVICIO;70
Ces-1014283994;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Cuando llamas para cancelar una tc te transfieren para no dar la baja.;OTRO;70
1-37921006463;DETRACTOR;Cambio De Condiciones(Disminucion De Plazo);CLASICO;no se ha aplicado por acuerdo ni requerimiento, cliente muy inconforme;INCONFORMIDAD SERVICIO;70
1-38016919716;DETRACTOR;Levantamiento De Hipoteca;PREMIUM;DESPUES DE MUCHO TIEMPO FUE RESUELTA  DEBEN MEJORAR PRACTICAMENTE TODO;DEMORA TRAMITE;70
CES-1037618642;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;MEJORAR LA COMUNICACION INTERNA PARA QUE SEA MAS EFECTIVO LOS PROCESOS;CLARIDAD INFORMACION;70
1-42144899395;DETRACTOR;Copia De Documentos Cartera;PREMIUM PLUS;LLEVA DOS SEMANAS DE DEMORA, EL CREDITO LO LLEVA PAGANDO HACE 6 MESES.;DEMORA TRAMITE;70
CES-1032401612;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;EN VERDAD SOLO ESPERO CANCELAR CUALQUIER VINCULO COMERCIAL CON USTEDES;INCONFORMIDAD SERVICIO;70
01-1039457657-5011;DETRACTOR;Poderes Leasing;CLASICO;COMO SER CLAROS EN LA VENTA DEL LEASING Y NO REMITIR COSAS A UNO EMAIL;CLARIDAD INFORMACION;70
1722540116926-51;DETRACTOR;Poderes Leasing;CLASICO;SERIA QUE MEJOREN EL PROCESO DE FIRMAS O AGENDAMIENTO FUE MUY DEMORADO;DEMORA TRAMITE;70
CES-1037618642;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;mejorar efectivo sea interna para que los mas comunicacion la procesos;CLARIDAD INFORMACION;70
1-42144899395;DETRACTOR;Copia De Documentos Cartera;PREMIUM PLUS;lo dos semanas credito demora, el hace lleva lleva pagando de 6 meses.;DEMORA TRAMITE;70
01-1039457657-5011;DETRACTOR;Poderes Leasing;CLASICO;como ser leasing en la venta uno no del cosas remitir y a claros email;CLARIDAD INFORMACION;70
1722540116926-51;DETRACTOR;Poderes Leasing;CLASICO;seria que fue mejoren proceso o firmas el agendamiento de muy demorado;DEMORA TRAMITE;70
Ces-41553416;DETRACTOR;Certificaciones Especiales;CLASICO;Que debo presentarme a sus oficinas. para resolver mi inquietud Gracias;INCONFORMIDAD SERVICIO;71
Ces-43540936;DETRACTOR;Certificaciones Especiales;CLASICO;Durante un mes estuve en espera de recibir la tarjeta y fue imposible .;OTRO;71
Ces-43542036;DETRACTOR;Certificaciones Especiales;CLASICO;Mala atencion prestada por parte de los asesores y agentes de convenio.;INCONFORMIDAD SERVICIO;71
1677697325557-44;DETRACTOR;Perfeccionamiento De Leasing;PREMIUM PLUS;*cada rato llama que no se a podido , que faltan firmas que no se que ,;CLARIDAD INFORMACION;71
Ces-3414315;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Todo salio mal con mi nueva tarjeta, sin servicio al cliente un chiste,;OTRO;71
1687786031695-12;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;se demoraran mucho en llegar ya practicamente estan vencidos pero bueno;DEMORA TRAMITE;71
Ces-1032423929;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Dejen de enviar esos mensaes de texto solicitando calificar el servicio;OTRO;71
Ces-52273196;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Muy mal servicio de los asesores nunca le resulven las dudas al Cliente;OTRO;71
1-39271449270;DETRACTOR;Copia De Documentos Cartera;CLASICO;ME PARECE INJUSTO QUE SE DEMOREN MES Y MEDIO PARA ENTREGAR UN DOCUMENTO;DEMORA TRAMITE;71
CES-79868576;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;HAY ASESORES QUE EN VERDAD NO VALE LA PENA ESTAR EN SERVICIO AL CLIENTE;INCONFORMIDAD SERVICIO;71
CES-80175425;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NO ME SIRVIO DE NADA LA LLAMADA YA QUE PUEDO ALGO MUY BASICO Y NO LLEGO;ENTREGA DOCUMENTOS;71
1-41475895120;DETRACTOR;Copia De Documentos Cartera;CLASICO;YA VAS DE UN MES Y NADA QUE LE ENVIAN EL DOCUMENTO, MUY MALO EL PROCESO;FALTA DE RESPUESTA;71
1-42517961697;DETRACTOR;Copia De Documentos Cartera;CLASICO;PEDI 3 VECES UN CERTIFICADO Y ME ENVIABAN ALGO DISTINTO A LO SOLICITADO;ENTREGA DOCUMENTOS;71
1709997267047-90;DETRACTOR;Levantamiento De Hipoteca;CLASICO;FUE DEMASIADO LARGO EL TIEMPO DEBEN TENER COMUNICACION CON LOS CLIENTES;DEMORA TRAMITE;71
1687786031695-12;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;se demoraran ya en llegar mucho vencidos estan pero practicamente bueno;DEMORA TRAMITE;71
1-39271449270;DETRACTOR;Copia De Documentos Cartera;CLASICO;me para injusto que se demoren mes un medio documento entregar parece y;DEMORA TRAMITE;71
1-41006680022;DETRACTOR;Copia De Documentos Cartera;CLASICO;llego como una no de un documento, la me de llego copia la foto poliza.;ENTREGA DOCUMENTOS;71
CES-80175425;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;no muy sirvio de nada la basico no que puedo algo ya llamada y me llego;ENTREGA DOCUMENTOS;71
1-41475895120;DETRACTOR;Copia De Documentos Cartera;CLASICO;ya vas de un el y mes muy envian documento, el nada le malo que proceso;FALTA DE RESPUESTA;71
1-42517961697;DETRACTOR;Copia De Documentos Cartera;CLASICO;3 lo pedi un certificado y me enviaban algo distinto a veces solicitado;ENTREGA DOCUMENTOS;71
1709997267047-90;DETRACTOR;Levantamiento De Hipoteca;CLASICO;tener demasiado deben el fue largo tiempo comunicacion con los clientes;DEMORA TRAMITE;71
Ces-52997265;DETRACTOR;Certificaciones Especiales;PREMIUM;No me dieron respuesta, no recibi en mi correo la informacion solicitada;FALTA DE RESPUESTA;72
1-33823942670;DETRACTOR;Copia De Documentos Cartera;PREMIUM;No contestan lo solicitado y cierran los requerimientos sin dar solucion;FALTA DE RESPUESTA;72
Ces-1040496892;DETRACTOR;Certificaciones Especiales;CLASICO;No se porque me ponen a calificar si todavia no me ha llegado la tarjeta;OTRO;72
Ces-71771786;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Mala por la demora no le brindan algunas veces la informacion q solicita;INCONFORMIDAD SERVICIO;72
CES-1152445772;DETRACTOR;Certificaciones Especiales;CLASICO;No me ha llegado la informacion y inicialmente me enviaron lo que no era;CLARIDAD INFORMACION;72
Ces-80504123;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Todo el personal que tienen de la costa no saben nada deben capacitarlos;CLARIDAD INFORMACION;72
1-41006680022;DETRACTOR;Copia De Documentos Cartera;CLASICO;LLEGO COMO UNA FOTO  DE UN DOCUMENTO, NO ME LLEGO LA COPIA DE LA POLIZA.;ENTREGA DOCUMENTOS;72
1706724967685-48;DETRACTOR;Certificaciones Especiales;CLASICO;SOLICITE UN DOCUMENTO Y NO ME LO HAN ENVIADO Y ME DICEN QUE NO LO TIENEN;ENTREGA DOCUMENTOS;72
1-42573031981;DETRACTOR;Copia De Documentos Cartera;PREMIUM;NUNCA LLEGO EL DOCUMENTO,NECESITO QUE ME CONFIRMEN SI LLEGA EL DOCUMENTO;ENTREGA DOCUMENTOS;72
Ces-52997265;DETRACTOR;Certificaciones Especiales;PREMIUM;no dieron informacion respuesta, no recibi me mi correo la solicitada en;FALTA DE RESPUESTA;72
1-33823942670;DETRACTOR;Copia De Documentos Cartera;PREMIUM;no contestan solicitado solucion y cierran requerimientos lo sin dar los;FALTA DE RESPUESTA;72
CES-1152445772;DETRACTOR;Certificaciones Especiales;CLASICO;no era ha llegado no inicialmente y informacion me enviaron lo que me la;CLARIDAD INFORMACION;72
Ces-80504123;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;personal el la que tienen de saben costa no todo deben nada capacitarlos;CLARIDAD INFORMACION;72
1706724967685-48;DETRACTOR;Certificaciones Especiales;CLASICO;han un me documento no me lo enviado solicite y y dicen que no lo tienen;ENTREGA DOCUMENTOS;72
1-42573031981;DETRACTOR;Copia De Documentos Cartera;PREMIUM;nunca llego el me documento,necesito que documento si llega el confirmen;ENTREGA DOCUMENTOS;72
Ces-13715515;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM;Me dejan en espera y se corto la llamada 2 veces ya no confio en el banco;OTRO;73
